date,nav,daily_ret,gross_ret,cost_pct,drawdown,gross_exp,net_exp,n_long,n_short,port_vol_ann,btc_vol_fast,btc_vol_slow,fast_scale,slow_scale,regime_scale,paused,btc_mom,short_scale,gate_active
2022-03-08,90475.67618494632,-0.036575537981104626,-0.03636447875583339,0.00021105922527123828,-0.10311723963839745,1.3659783404411918,0.02248168101872544,7,4,0.23430255654216955,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-03-09,90013.16056965468,-0.005112043753574084,-0.004983450603963567,0.00012859314961051731,-0.10770214355119226,1.3067003854920456,0.0061190439683899145,7,4,0.23318810812850377,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-03-10,90677.35620428431,0.007378872494046701,0.00770813621278375,0.0003292637187370485,-0.10111799144174531,1.2573779220018515,-0.02913708259125547,6,5,0.23233680296428003,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-03-11,91515.0445117028,0.009238120104993844,0.009413528089557453,0.0001754079845636079,-0.09281401148646604,1.291166526161086,-0.006891133250863185,7,4,0.23177178922891878,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-03-12,91921.59441465189,0.004442437908633548,0.0044726151308078005,3.0177222174252048e-05,-0.08878389406091218,1.3347742891480556,-0.04058792255309435,7,4,0.23061633572022855,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-03-13,93158.70730579658,0.013458348922497428,0.013536178236616394,7.782931411896595e-05,-0.07652042976338444,1.264914029216453,0.01515265827028539,7,4,0.2309380425662667,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-03-14,93976.95026625795,0.008783322398146309,0.008975038104421443,0.00019171570627513337,-0.06840921096989452,1.2745946649393767,0.016664701754980416,7,4,0.2303111668564851,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-03-15,94870.63135223064,0.009509577438304771,0.009616256049416405,0.000106678611111635,-0.05955017622080128,1.2580946037999121,-0.0019563263714388046,7,4,0.22981102210843232,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-03-16,93593.2170568285,-0.01346480230177286,-0.0131824294425608,0.00028237285921206117,-0.07221314717272524,1.2304058086067733,-0.04423878347969584,6,5,0.23014469005575086,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-03-17,93004.47813867126,-0.006290401555486291,-0.00615297988458492,0.00013742167090137017,-0.07804929903490962,1.2886467728543929,-0.010726853753503879,6,5,0.22918135688117117,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-03-18,93133.4841678727,0.0013870948128874398,0.0016044469257456566,0.00021735211285821686,-0.07677046599986316,1.3166615675658295,0.007654569428770103,5,6,0.22787906867812147,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-03-19,93348.24299083986,0.0023059249300720857,0.002375412924178096,6.948799410601038e-05,-0.07464156800123345,1.3861122208733225,-0.033971448338448035,5,6,0.22661577198283078,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-03-20,92447.46165688249,-0.009649687076014707,-0.009604007968959445,4.5679107055261534e-05,-0.08357098730317307,1.277472964714649,0.03365983180753232,6,5,0.22617521704644675,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-03-21,94520.85357569919,0.022427786351907432,0.022427786351907432,0.0,-0.06301751319971927,1.2970477270221126,0.024055823838572826,6,5,0.22951351333301193,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-03-22,91780.10789975761,-0.02899620107373012,-0.02889195241586057,0.00010424865786954922,-0.09018644578954392,1.286990227447049,-0.007161634965369562,6,5,0.23578863882837217,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-03-23,92420.30693520462,0.006975357189013353,0.0072083755530361554,0.0002330183640228022,-0.08384017127352014,1.2782913468411832,0.023199899066945973,7,4,0.2348652536186171,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-03-24,92900.27494014101,0.005193317581956243,0.005211780151914554,1.8462569958310983e-05,-0.07908226232711284,1.2889514100696362,0.004033174679537871,7,4,0.23375451266736044,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-03-25,91899.95004342384,-0.010767728054214198,-0.010666649742124619,0.00010107831208957895,-0.08899845408667666,1.3113948158752742,-0.017501833331890065,6,5,0.23345159298884674,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-03-26,93415.3690276253,0.016489878215226586,0.016522880235110872,3.300201988428482e-05,-0.07397614954068285,1.2926511364502185,-0.02473147746843246,6,5,0.23454986823855678,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-03-27,92895.33871956555,-0.00556686028726131,-0.005506696522600883,6.0163764660427337e-05,-0.07913119493886167,1.2876490590446148,0.018517337228665054,7,4,0.23347735819635462,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-03-28,90202.93235576428,-0.0289832234955207,-0.02886345610078755,0.00011976739473314791,-0.10582094132600181,1.3110361169005724,0.0040587754818525446,6,5,0.2395981476516049,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-03-29,91341.90927845056,0.012626828119002922,0.012704221682511629,7.739356350870691e-05,-0.09453029604451339,1.3172936270092495,0.033799265618876945,6,5,0.2396170144394005,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-03-30,92360.42007337936,0.011150531042918277,0.011190739556559134,4.02085136408564e-05,-0.08443382800213567,1.2723753228690842,-0.010937246471263401,6,5,0.23932841062019874,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-03-31,90962.50757273425,-0.015135406481850933,-0.01510518812833346,3.0218353517472675e-05,-0.09829129417635565,1.2600924598839818,0.043422569538828115,6,5,0.23995955157950766,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-04-01,90732.31986228467,-0.002530577889637817,-0.0022514169980646526,0.0002791608915731645,-0.10057313829020695,1.2251270990998648,-0.025083605267944536,4,3,0.23863374495842407,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-04-02,90870.07020626326,0.0015182059070865742,0.0015182059070865742,0.0,-0.09920762311576675,1.2352528921501396,-0.02733502226600923,4,3,0.2372796791275538,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-04-03,90212.736388776,-0.007233776930018815,-0.006673776930018816,0.0005600000000000001,-0.10572375423040879,1.23818509787845,-0.025816816358922523,6,5,0.23637754458612728,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-04-04,90233.282578569,0.00022775265018512163,0.000360326293707704,0.00013257364352258237,-0.10552008044543719,1.3256645085901533,0.0017285956570522731,7,4,0.23501657276789198,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-04-05,90159.03322234753,-0.0008228599702866171,-0.0008228599702866171,0.0,-0.10625611216546384,1.268215405910401,0.00208892195076002,7,4,0.2336690510869504,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-04-06,88281.82284704168,-0.020821101427256124,-0.02078630313447025,3.4798292785872866e-05,-0.1248648443040569,1.2018299995842636,-8.140218792210274e-05,7,4,0.23620235242012325,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-04-07,88781.83552004417,0.005663823614843307,0.005711014544847795,4.719093000448826e-05,-0.11990823314304658,1.265857310619016,-0.016143957039579798,7,4,0.23512808781352254,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-04-08,89417.75284980115,0.007162696355983846,0.007162696355983846,0.0,-0.11360440305164887,1.2107573997510983,-0.010432942494731923,7,4,0.23423342995339488,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-04-09,90497.83032423716,0.01207900489570867,0.012112407789797342,3.3402894088673164e-05,-0.1028976262965752,1.2349662218979378,0.0024020624359800125,7,4,0.23419392925534704,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-04-10,89076.77871096098,-0.015702604230231943,-0.015702604230231943,0.0,-0.11698446982484176,1.191987782843377,0.01451447022577737,7,4,0.23505435657128418,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-04-11,88516.41712197232,-0.0062907706935265125,-0.006205401627952726,8.536906557378622e-05,-0.1225393180439964,1.2179792960645526,-0.03644626828558452,7,4,0.2340552335163549,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-04-12,88401.24445220846,-0.001301144731210222,-0.001301144731210222,0.0,-0.12368102138716763,1.2553587980146195,-0.04265166991353725,7,4,0.23272242415646383,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-04-13,88492.21733447914,0.001029090516026086,0.001029090516026086,0.0,-0.1227792098372634,1.2981659638056373,-0.043952814644747415,7,4,0.23139163561845846,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-04-14,88187.2252944277,-0.003446540828541374,-0.0034299401032017018,1.6600725339672508e-05,-0.1258025871062046,1.2411009988536443,-0.0666390460425393,7,4,0.2301671251678236,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-04-15,88936.38766389094,0.008495134833441475,0.008638349160458983,0.00014321432701750814,-0.11837616221262609,1.2539401527399974,-0.049460581753508565,7,4,0.2295015617522447,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-04-16,88678.61840483894,-0.002898355395613355,-0.002856937152743243,4.1418242870112024e-05,-0.1209314214197785,1.3081386281630958,-0.09999115097892398,7,4,0.22825688851025985,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-04-17,88595.68394227549,-0.0009352250187845892,-0.0007860349803702504,0.00014919003841433874,-0.12175354834769411,1.2825763985661125,-0.031732238329704204,7,4,0.2269503042461084,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-04-18,87644.86924140797,-0.0107320657007063,-0.010541045350177561,0.00019102035052873863,-0.13117894696823887,1.316618904991309,-0.0052563883534199884,7,4,0.22671062105309683,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-04-19,87853.39851332648,0.0023792524733436127,0.002506201011314064,0.00012694853797045106,-0.12911180232891994,1.308787229756293,-0.014485577695186547,7,4,0.22545750179014482,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-04-20,87885.04539205423,0.0003602237279752104,0.00038950088810302133,2.9277160127810965e-05,-0.12879808773570534,1.3298422661386626,0.02984513778442885,7,4,0.22416017557255183,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-04-21,87800.22822456893,-0.0009650921508538371,-0.0008347734869489998,0.00013031866390483723,-0.12963887786304049,1.319630521570333,-0.018698194642247562,7,4,0.22287786808452928,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-04-22,88713.5547693058,0.010402325406271406,0.010555521277077774,0.00015319587080636784,-0.12058509824960414,1.3494803157384798,0.003451647309988065,7,4,0.2226154401208958,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-04-23,88972.6982283554,0.002921125860906828,0.0029565659765163526,3.544011560952424e-05,-0.11801621663763424,1.3307289451542625,0.00916920655656489,7,4,0.22141406844138914,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-04-24,89799.28273609382,0.009290316290250454,0.009306890430528769,1.6574140278314783e-05,-0.10982230832732612,1.3329730574582617,0.03580311578781667,7,4,0.220959143963217,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-04-25,90027.46113132052,0.0025409823806420376,0.0027372495660203215,0.0001962671853782841,-0.10756038249714532,1.3534714990039343,-0.004245564065159135,7,4,0.21974811141257175,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-04-26,89522.80296971838,-0.005605602504618133,-0.005509471875064426,9.613062955370739e-05,-0.11256304425223979,1.3077134723621986,-0.05748597381987719,7,4,0.21878372800767457,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-04-27,89764.72319812051,0.002702330807090126,0.0027888247729221057,8.649396583198012e-05,-0.11016489602737232,1.363655763415994,-0.08068803312278855,7,4,0.2175939873395114,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-04-28,90503.81797393945,0.008233688574827768,0.008398710733125626,0.00016502215829785884,-0.10283827089831221,1.325705390307858,-0.05300917652394829,7,4,0.21699661708026696,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-04-29,89602.72973756789,-0.00995635605816138,-0.009925682056654037,3.067400150734208e-05,-0.11177073251500431,1.2962879261477327,-0.0007904636374768403,7,4,0.21670780371928222,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-04-30,87750.81180548678,-0.02066809724999541,-0.02058690072481704,8.119652517836827e-05,-0.1301287413956764,1.3095225229107073,-0.004597107870205619,7,4,0.2195762409183943,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-05-01,88028.70200481017,0.003166810581073314,0.0032786094871998174,0.00011179890612650337,-0.12737402388975666,1.356391472143392,0.010428666018876431,7,4,0.218407847403036,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-05-02,87501.49679583471,-0.005989014911825603,-0.005891427579137932,9.75873326876706e-05,-0.13260019387312727,1.3579538622001992,0.01643877804712729,7,4,0.21749587899615017,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-05-03,86786.24331410878,-0.008174185675872664,-0.008107958617615799,6.622705825686429e-05,-0.13969048094362427,1.3357649256957889,0.006521164741420671,7,4,0.2168899330943108,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-05-04,87262.23630567963,0.0054846594735994585,0.00585510532810884,0.0003704458545093814,-0.13497197618970377,1.3787443726072743,-0.004445689374764472,6,5,0.21593295586722946,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-05-05,86627.98607899205,-0.007268324232097318,-0.0072513655978478815,1.6958634249437e-05,-0.14125928033660748,1.2645069806238634,0.025636036309683058,6,5,0.2152044646820176,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-05-06,86315.47446447649,-0.003607513329821531,-0.00353506080556902,7.24525242525109e-05,-0.14435719892965376,1.302548086861465,0.02034457111637339,6,5,0.21409243842397782,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-05-07,85059.83473341141,-0.014547098754370482,-0.014415733461027426,0.0001313652933430568,-0.15680431925529023,1.3594737688261447,0.01960777073815241,5,6,0.21493322149093097,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-05-08,84785.57255616905,-0.003224344111435546,-0.0031837423036968973,4.060180773864876e-05,-0.15952307228328735,1.3910303685467698,0.01861415380774567,5,6,0.21379725377606115,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-05-09,87641.93705433277,0.0336892753336238,0.03391153323186189,0.0002222578982380908,-0.13120801365388077,1.381769139718281,0.021429426687210262,5,6,0.22347811310850896,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-05-10,91607.73527866523,0.04525000653367478,0.045433925508177486,0.0001839189745027084,-0.09189517059531463,1.3639635601699018,0.032042776332262005,4,7,0.24073428649858475,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-05-11,96046.63000474205,0.04845545752849319,0.04873896938422831,0.0002835118557351251,-0.04789253560267627,1.2768112716382505,0.0306240152925962,5,6,0.25909607539573815,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-05-12,96414.23259340055,0.0038273345836323963,0.003947313887123813,0.00011997930349141646,-0.044248501776853806,1.1805078526498873,0.001977111956447064,5,6,0.25772296294587,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-05-13,96605.31589145203,0.0019818992788889073,0.0021863429692524283,0.00020444369036352105,-0.04235429857172842,1.1638767001999473,-0.0010538564487878321,4,7,0.2562707187638666,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-05-14,94892.74892430098,-0.017727460971975216,-0.017695119104220856,3.234186775436123e-05,-0.05933092536877795,1.207692011011027,-0.0022798913605601018,4,7,0.25736715686456946,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-05-15,97327.81276664279,0.025661221430989926,0.02575079571479032,8.957428380039602e-05,-0.03519220795138183,1.2791510784535378,-0.05631188921708501,4,7,0.2612235125916825,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
2022-05-16,98060.96999067522,0.007532864483354532,0.007532864483354532,0.0,-0.027924441601395008,1.1829481852127952,-0.030561093502294648,4,7,0.2601765538670245,0.41072839878814094,0.4451220526469184,1.0,1.0,1.0,False,0.0,1.0,False
